Raleigh-Durham-ChapelHillNC,English Well,3,--
Raleigh-Durham-ChapelHillNC,English Not Well,3,--
SaltLakeCity-OgdenUT,English Only,1,21.2
SaltLakeCity-OgdenUT,English Well,1,71.8
SaltLakeCity-OgdenUT,English Not Well,1,7.0
SaltLakeCity-OgdenUT,English Only,2,43.1
SaltLakeCity-OgdenUT,English Well,2,56.2
SaltLakeCity-OgdenUT,English Not Well,2,0.6
SaltLakeCity-OgdenUT,English Only,3,100.0
SaltLakeCity-OgdenUT,English Well,3,0.0
SaltLakeCity-OgdenUT,English Not Well,3,0.0
Cleveland-Lorain-ElyriaOH,English Only,1,--
Cleveland-Lorain-ElyriaOH,English Well,1,--
Cleveland-Lorain-ElyriaOH,English Not Well,1,--
Cleveland-Lorain-ElyriaOH,English Only,2,50.4
Cleveland-Lorain-ElyriaOH,English Well,2,45.7
Cleveland-Lorain-ElyriaOH,English Not Well,2,3.9
Cleveland-Lorain-ElyriaOH,English Only,3,--
Cleveland-Lorain-ElyriaOH,English Well,3,--
Cleveland-Lorain-ElyriaOH,English Not Well,3,--
Milwaukee-WaukeshaWI,English Only,1,13.1
Milwaukee-WaukeshaWI,English Well,1,77.0
Milwaukee-WaukeshaWI,English Not Well,1,9.8
Milwaukee-WaukeshaWI,English Only,2,18.2
Milwaukee-WaukeshaWI,English Well,2,73.8
Milwaukee-WaukeshaWI,English Not Well,2,8.0
Milwaukee-WaukeshaWI,English Only,3,93.8
Milwaukee-WaukeshaWI,English Well,3,6.2
Milwaukee-WaukeshaWI,English Not Well,3,0.0
KansasCityMO-KS,English Only,1,29.7
KansasCityMO-KS,English Well,1,56.1
KansasCityMO-KS,English Not Well,1,14.2
KansasCityMO-KS,English Only,2,39.2
KansasCityMO-KS,English Well,2,58.2
KansasCityMO-KS,English Not Well,2,2.7
KansasCityMO-KS,English Only,3,98.0
KansasCityMO-KS,English Well,3,2.0
KansasCityMO-KS,English Not Well,3,0.0
Monmouth-OceanNJ,English Only,1,22.2
Monmouth-OceanNJ,English Well,1,73.8
Monmouth-OceanNJ,English Not Well,1,4.0
Monmouth-OceanNJ,English Only,2,48.5
Monmouth-OceanNJ,English Well,2,48.5
Monmouth-OceanNJ,English Not Well,2,3.0
Monmouth-OceanNJ,English Only,3,--
Monmouth-OceanNJ,English Well,3,--
Monmouth-OceanNJ,English Not Well,3,--
